,dimensions, bond type, name, void fraction [widom], supercell volume [A^3], density [kg/m^3], heat desorption high P [kJ/mol], heat desorption error high P [kJ/mol], absolute methane uptake high P [molec/unit cell], absolute methane uptake error high P [molec/unit cell], absolute methane uptake high P [mol/kg], absolute methane uptake error high P [mol/kg], excess methane uptake high P [molec/unit cell], excess methane uptake error high P [molec/unit cell], excess methane uptake high P [mol/kg], excess methane uptake error high P [mol/kg], heat desorption low P [kJ/mol], heat desorption error low P [kJ/mol], absolute methane uptake low P [molec/unit cell], absolute methane uptake error low P [molec/unit cell], absolute methane uptake low P [mol/kg], absolute methane uptake error low P [mol/kg], excess methane uptake low P [molec/unit cell], excess methane uptake error low P [molec/unit cell], excess methane uptake low P [mol/kg], excess methane uptake error low P [mol/kg], surface area [m^2/g], deliverable capacity [v STP/v], linkerA, linkerB, net, cell_a [A], cell_b [A], cell_c [A], alpha [deg], beta [deg], gamma [deg], chemical formula, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A], absolute methane uptake high P [v STP/v], absolute methane uptake low P [v STP/v]
2909,3, amide, linker109_NH_linker18_CO_qtz_relaxed,0.944173,44961.276214857535,114.446074602985,7.35635,0.278061,123.304,1.5516654279,39.7911639,0.5007345533,46.6792459764,1.5516654279,15.0637572777,0.5007345533,6.46242,0.534864,11.5174,0.3672984617,3.7167549398,0.1185300825,5.4587198466,0.3672984617,1.7615715314,0.1185300825,7428.51,92.3775741832, linker109_NH, linker18_CO, qtz,35.1005,35.1006,42.1387,89.9392,89.9392,120.0, C159H108N36O36,159,0,108,36,36,0,0,1,1,4,23.49476,21.07219,23.49476,101.89525763437982,9.51768345119392
3456,3, amide, linker109_NH_linker18_CO_qtz_relaxed_interp_2,0.883537,44961.276214857535,228.89214920597,9.34666,0.260917,174.5054,2.066939225,28.1571278013,0.3335087162,102.801585873,2.066939225,16.5874373607,0.3335087162,10.29205,0.689076,22.6308,1.063238374,3.6515679621,0.171557664,16.9612160502,1.063238374,2.7367584498,0.171557664,6323.88,125.505267429, linker109_NH, linker18_CO, qtz,35.1005,35.1006,42.1387,89.9392,89.9392,120.0, C318H216N72O72,318,0,216,72,72,0,0,1,1,4,22.73147,20.66119,22.68597,144.2067791114611,18.701511682478166
3457,3, amide, linker109_NH_linker18_CO_qtz_relaxed_interp_3,0.824,44961.276214857535,343.338223808958,12.08097,1.018112,223.7094,2.6136303029,24.064256908,0.2811463044,156.8373359657,2.6136303029,16.8708777792,0.2811463044,12.24226,0.5067,36.6114,1.2749278254,3.9382615812,0.1371430558,31.3238600615,1.2749278254,3.3694847685,0.1371430558,5956.33,154.612980218, linker109_NH, linker18_CO, qtz,35.1005,35.1006,42.1387,89.9392,89.9392,120.0, C477H324N108O108,477,0,324,108,108,0,0,1,1,4,22.25983,20.66077,22.23357,184.8677005464964,30.25472032859719
2910,3, amide, linker109_NH_linker19_CO_qtz_relaxed,0.957482,45132.92126405285,87.515066058214,6.94663,0.134255,119.4836,2.0629484143,50.23206574,0.8672835466,41.4821009608,2.0629484143,17.4394780748,0.8672835466,5.96693,0.331072,10.875,0.5892028513,4.5719556067,0.2477066004,4.7074613216,0.5892028513,1.9790624536,0.2477066004,8087.01,89.4100231764, linker109_NH, linker19_CO, qtz,35.1446,35.1446,42.1936,89.9392,89.9392,120.0, C159H108N12O12,159,0,108,12,12,0,0,1,1,4,26.77792,22.67879,26.72915,98.36266598792173,8.952642811488685
3458,3, amide, linker109_NH_linker19_CO_qtz_relaxed_interp_2,0.902209,45132.92126405285,175.030132116428,8.74514,0.375966,151.057,2.1974228542,31.752914854,0.4619089535,77.5583290625,2.1974228542,16.3031373517,0.4619089535,8.62648,0.660388,16.2404,0.4344055248,3.4138109349,0.0913141506,10.4288976392,0.4344055248,2.192204921,0.0913141506,5876.38,110.985274929, linker109_NH, linker19_CO, qtz,35.1446,35.1446,42.1936,89.9392,89.9392,120.0, C318H216N24O24,318,0,216,24,24,0,0,1,1,4,22.39148,20.90852,22.38567,124.35488415280608,13.36960922425658
3459,3, amide, linker109_NH_linker19_CO_qtz_relaxed_interp_3,0.846153,45132.92126405285,262.545198174643,10.1582,0.470578,185.0862,3.1560368566,25.9373452813,0.4422761809,116.1541444455,3.1560368566,16.2774434309,0.4422761809,9.88979,0.554951,22.9464,0.8751846434,3.2156297972,0.1226453743,17.4959775844,0.8751846434,2.4518262931,0.1226453743,5126.38,133.478594474, linker109_NH, linker19_CO, qtz,35.1446,35.1446,42.1936,89.9392,89.9392,120.0, C477H324N36O36,477,0,324,36,36,0,0,1,1,4,21.36901,20.86567,21.36901,152.3687942910738,18.89019981698208
3460,3, amide, linker109_NH_linker19_CO_qtz_relaxed_interp_4,0.789661,45132.92126405285,350.060264232859,12.08033,0.883088,214.9536,1.9720051116,22.5921452113,0.2072625247,150.6236786722,1.9720051116,15.8309143034,0.2072625247,11.54298,0.611844,31.6952,0.8332600074,3.3312424677,0.0875776497,26.6086659865,0.8332600074,2.7966353941,0.0875776497,4765.07,150.864091714, linker109_NH, linker19_CO, qtz,35.1446,35.1446,42.1936,89.9392,89.9392,120.0, C636H432N48O48,636,0,432,48,48,0,0,1,1,4,21.36901,20.82457,21.36901,176.9565794782897,26.09248776438299
2911,3, amide, linker109_NH_linker28_CO_qtz_relaxed,0.954566,45047.75534902658,97.632650010518,7.20175,0.646655,121.4058,2.5318152855,45.8374248077,0.9559007294,43.7885943214,2.5318152855,16.5326236443,0.9559007294,6.18396,0.358187,11.2544,0.3722098333,4.2491603676,0.1405298614,5.1172472013,0.3722098333,1.9320447113,0.1405298614,7809.49,90.851541816, linker109_NH, linker28_CO, qtz,35.1211,35.1211,42.1704,89.9392,89.9392,120.0, C159H102N18O24,159,0,102,18,24,0,0,1,1,4,25.19153,22.07639,25.19153,100.13403475041004,9.282492934416513
3461,3, amide, linker109_NH_linker28_CO_qtz_relaxed_interp_2,0.891066,45047.75534902658,195.265300021035,8.71057,0.254728,153.3954,1.3519021266,28.9576367576,0.2552090266,80.9414753942,1.3519021266,15.2799487018,0.2552090266,8.45436,0.320885,16.495,1.0579913043,3.1138888019,0.1997252061,10.7661051979,1.0579913043,2.0324009952,0.1997252061,5704.85,112.913793335, linker109_NH, linker28_CO, qtz,35.1211,35.1211,42.1704,89.9392,89.9392,120.0, C318H204N36O48,318,0,204,36,48,0,0,1,1,4,21.21801,20.74291,21.21801,126.51866973504836,13.6048763998621
3462,3, amide, linker109_NH_linker28_CO_qtz_relaxed_interp_3,0.828014,45047.75534902658,292.897950031553,10.60992,0.402389,189.0734,1.787354962,23.7952326155,0.2249418855,121.7463289093,1.7873549619,15.3219977875,0.2249418855,10.15548,0.734972,22.7662,1.087330235,2.8651678384,0.1368424954,17.442682886,1.087330235,2.1951934895,0.1368424954,5035.69,137.168166134, linker109_NH, linker28_CO, qtz,35.1211,35.1211,42.1704,89.9392,89.9392,120.0, C477H306N54O72,477,0,306,54,72,0,0,1,1,4,21.14118,20.73063,21.14118,155.9454524077648,18.77728627424376
3463,3, amide, linker109_NH_linker28_CO_qtz_relaxed_interp_4,0.76006,45047.75534902658,390.530600042073,12.33922,0.864953,207.3282,2.7223579192,19.569474395,0.2569602861,145.5265714608,2.7223579192,13.7360885494,0.2569602861,11.80402,0.315095,33.5392,1.3125793843,3.1657271689,0.1238928841,28.6525768056,1.3125793843,2.7044843304,0.1238928841,4265.52,143.33906424, linker109_NH, linker28_CO, qtz,35.1211,35.1211,42.1704,89.9392,89.9392,120.0, C636H408N72O96,636,0,408,72,96,0,0,1,1,4,21.08088,20.72993,21.08088,171.0017905532089,27.662726313342088
4760,3, amide, linker109_NH_linker31_CO_npo_relaxed,0.96958,144629.23571597363,58.757128308705,6.20986,0.442003,332.3554,3.0696099036,64.9434109488,0.5998125423,79.2399668938,3.0696099036,15.4837674777,0.5998125423,5.42464,0.44585,28.378,0.7817815552,5.5451607403,0.1527628581,8.36429202,0.7817815552,1.6344119998,0.1527628581,8125.26,78.0909383224, linker109_NH, linker31_CO, npo,69.5188,69.5188,34.5558,90.0172,89.9828,120.0, C318H240N48O24,318,0,240,48,24,0,0,1,2,7,55.4923,52.87631,55.4923,85.38116663453876,7.290228312093374
4771,3, amide, linker109_NH_linker31_CO_npo_relaxed_interp_2,0.938325,144629.23571597363,117.514256617411,7.53677,0.482612,425.1716,5.1091709856,41.5400109981,0.4991749659,180.2154965641,5.1091709856,17.6073700814,0.4991749659,6.96536,0.425155,40.165,0.7005997431,3.9241909425,0.0684498236,20.7964460485,0.7005997431,2.0318492523,0.0684498236,7685.32,98.9071116943, linker109_NH, linker31_CO, npo,69.5188,69.5188,34.5558,90.0172,89.9828,120.0, C636H480N96O48,636,0,480,96,48,0,0,1,2,7,35.42105,30.40443,34.53678,109.22538712435504,10.318275430019863
2912,3, amide, linker109_NH_linker31_CO_qtz_relaxed,0.950765,44426.284392189256,95.64156305684,7.00487,0.290181,119.005,2.1958389741,46.5079888575,0.8581492756,42.7633889738,2.1958389741,16.7122324096,0.8581492756,6.21599,0.239077,11.0256,0.2281389051,4.308881828,0.0891582846,4.9972147677,0.2281389051,1.9529465883,0.0891582846,8097.23,90.3059475626, linker109_NH, linker31_CO, qtz,34.9499,34.95,41.9969,89.9388,89.9388,120.0, C159H120N24O12,159,0,120,24,12,0,0,1,1,4,25.08355,23.6736,25.08355,99.52694022815581,9.220992665572664
3464,3, amide, linker109_NH_linker31_CO_qtz_relaxed_interp_2,0.88453,44426.284392189256,191.28312611368,8.82938,0.395049,154.4338,3.0327606961,30.1769062208,0.5926120779,83.5035572997,3.0327606961,16.3168879982,0.5926120779,8.31081,0.639411,16.6626,0.5236909012,3.2559304867,0.102331039,11.0541819477,0.5236909012,2.1600259269,0.102331039,6519.1,115.221595627, linker109_NH, linker31_CO, qtz,34.9499,34.95,41.9969,89.9388,89.9388,120.0, C318H240N48O24,318,0,240,48,24,0,0,1,1,4,24.5247,23.34455,24.5247,129.15695627736807,13.935360650821329
3465,3, amide, linker109_NH_linker31_CO_qtz_relaxed_interp_3,0.818772,44426.284392189256,286.924689170522,11.00498,0.503041,189.6448,0.5784591948,24.7048394193,0.0753553038,123.9876751131,0.5784591948,16.1517510822,0.0753553038,10.26309,0.37591,23.572,0.8173596516,3.0707009883,0.1064766286,18.3805246792,0.8173596516,2.3944126633,0.1064766286,5921.97,138.890951129, linker109_NH, linker31_CO, qtz,34.9499,34.95,41.9969,89.9388,89.9388,120.0, C477H360N72O36,477,0,360,72,36,0,0,1,1,4,24.07753,23.34219,24.07149,158.604820588863,19.71386945955569
2913,3, amide, linker109_NH_linker32_CO_qtz_relaxed,0.953072,44444.138513645215,96.046137141301,6.9442,0.298138,118.3294,1.2961201179,46.0306678224,0.5041965446,41.8720767385,1.2961201179,16.2884258298,0.5041965446,6.05107,0.287648,10.639,0.5704748899,4.1386187622,0.2219172932,4.5935585115,0.5704748899,1.7869148831,0.2219172932,7800.27,90.0280687792, linker109_NH, linker32_CO, qtz,34.9554,34.9555,42.0006,89.9388,89.9388,120.0, C147H108N36O12,147,0,108,36,12,0,0,1,1,4,24.85,23.07321,24.8282,98.92216355215145,8.894094772944467
3466,3, amide, linker109_NH_linker32_CO_qtz_relaxed_interp_2,0.894504,44444.138513645215,192.092274282602,8.95601,0.454496,154.2456,2.6772002092,30.0011154315,0.5207214501,82.4867176839,2.6772002092,16.0438517455,0.5207214501,8.37351,0.553649,16.0404,0.5627384472,3.1198938055,0.1094538912,10.3664618366,0.5627384472,2.0163000966,0.1094538912,6163.36,115.538128294, linker109_NH, linker32_CO, qtz,34.9554,34.9555,42.0006,89.9388,89.9388,120.0, C294H216N72O24,294,0,216,72,24,0,0,1,1,4,24.03269,21.89815,24.01595,128.9477380129429,13.409609718624484
3467,3, amide, linker109_NH_linker32_CO_qtz_relaxed_interp_3,0.834487,44444.138513645215,288.138411423904,10.79248,0.974178,192.387,1.5877536333,24.9464688977,0.2058810971,125.4428002789,1.5877536333,16.2659374885,0.2058810971,10.08989,0.251871,22.3086,0.5114099725,2.8927151837,0.0663135917,17.0153563296,0.5114099725,2.2063500001,0.0663135917,5626.68,142.183796263, linker109_NH, linker32_CO, qtz,34.9554,34.9555,42.0006,89.9388,89.9388,120.0, C441H324N108O36,441,0,324,108,36,0,0,1,1,4,23.07833,21.89681,23.07833,160.83355682791483,18.64976056501049
2914,3, amide, linker109_NH_linker33_CO_qtz_relaxed,0.950878,44042.536529295605,101.908982170254,7.18895,0.284429,122.938,2.0832248078,45.4831322132,0.7707266213,47.3459698873,2.0832248078,17.5164961862,0.7707266213,6.4017,0.242623,11.5076,0.2893097994,4.2574443399,0.1070353825,5.5305767987,0.2893097994,2.0461367173,0.1070353825,7920.79,94.0041014871, linker109_NH, linker33_CO, qtz,34.848,34.848,41.8781,89.9387,89.9387,120.0, C171H120N24O12,171,0,120,24,12,0,0,1,1,4,23.98589,22.12998,23.97913,103.71205908468151,9.707957597548805
3468,3, amide, linker109_NH_linker33_CO_qtz_relaxed_interp_2,0.894055,44042.536529295605,203.817964340507,9.49715,0.312976,170.9416,1.0883658208,31.6214652651,0.2013302906,99.8668328034,1.0883658209,18.4737687294,0.2013302906,9.82647,0.413114,21.0986,0.9931047075,3.9029039569,0.1837085064,15.4787544696,0.9931047075,2.8633223089,0.1837085064,6532.82,126.409458991, linker109_NH, linker33_CO, qtz,34.848,34.848,41.8781,89.9387,89.9387,120.0, C342H240N48O24,342,0,240,48,24,0,0,1,1,4,23.29316,21.59657,23.29316,144.2085060697057,17.79904707892454
3469,3, amide, linker109_NH_linker33_CO_qtz_relaxed_interp_3,0.837473,44042.536529295605,305.726946510762,11.97489,0.470904,220.4942,2.1118490098,27.1919364526,0.2604388871,153.9175369217,2.1118490098,18.9815236996,0.2604388871,11.3466,0.533233,32.3938,1.0513453476,3.9948903466,0.1296547296,27.1296172642,1.0513453476,3.3456972049,0.1296547296,6083.06,158.683887802, linker109_NH, linker33_CO, qtz,34.848,34.848,41.8781,89.9387,89.9387,120.0, C513H360N72O36,513,0,360,72,36,0,0,1,1,4,22.76878,21.59657,22.75523,186.01170913953712,27.327821337455774
2915,3, amide, linker109_NH_linker34_CO_qtz_relaxed,0.94992,43812.44450862409,110.618180109172,7.11009,0.332349,120.001,1.404446083,41.1159074016,0.4812049491,44.879646689,1.404446083,15.3771001699,0.4812049491,6.38852,0.186839,11.2598,0.3894435004,3.8579419685,0.1334349122,5.3199929729,0.3894435004,1.8227876305,0.1334349122,7379.12,92.2172299173, linker109_NH, linker34_CO, qtz,34.7834,34.7834,41.8142,89.9385,89.9385,120.0, C159H96N24O36,159,0,96,24,36,0,0,1,1,4,25.43868,20.64771,25.43622,101.76602619162988,9.548796274331552
3470,3, amide, linker109_NH_linker34_CO_qtz_relaxed_interp_2,0.895575,43812.44450862409,221.236360218344,9.32131,0.160828,168.9142,1.9564569609,28.9375113792,0.3351701371,98.0905453854,1.9564569609,16.8043673846,0.3351701371,9.34757,0.473482,18.9676,0.8578322447,3.2494316099,0.1469594051,13.3676098132,0.8578322447,2.290070113,0.1469594051,6343.14,127.161187181, linker109_NH, linker34_CO, qtz,34.7834,34.7834,41.8142,89.9385,89.9385,120.0, C318H192N48O72,318,0,192,48,72,0,0,1,1,4,20.63386,17.53129,20.63386,143.24653045704923,16.085343275587064
3471,3, amide, linker109_NH_linker34_CO_qtz_relaxed_interp_3,0.838636,43812.44450862409,331.854540327517,11.93698,0.230528,214.3954,0.5433946632,24.4860776542,0.0620610513,148.0745821887,0.5433946632,16.9115835418,0.0620610513,11.09448,0.552558,30.2184,0.9191688419,3.451240507,0.1049781835,24.9744468187,0.9191688419,2.8523291273,0.1049781835,5824.97,156.190043465, linker109_NH, linker34_CO, qtz,34.7834,34.7834,41.8142,89.9385,89.9385,120.0, C477H288N72O108,477,0,288,72,108,0,0,1,1,4,20.18294,17.43268,20.18294,181.81655062711607,25.626507161700843
2916,3, amide, linker109_NH_linker36_CO_qtz_relaxed,0.954536,43822.13727927014,99.232494445069,7.30106,0.203694,120.6778,1.745973379,46.081746369,0.6667133675,45.1747051443,1.7459733789,17.2503087126,0.6667133675,6.41911,0.148728,11.1348,0.3340500561,4.251909046,0.127559584,5.164808864,0.3340500561,1.9722220004,0.127559584,7830.31,92.8766435118, linker109_NH, linker36_CO, qtz,34.7857,34.7858,41.8178,89.9385,89.9385,120.0, C165H108N24O12,165,0,108,24,12,0,0,1,1,4,23.9201,21.98342,23.14878,102.3173457947544,9.44070228293449
3472,3, amide, linker109_NH_linker36_CO_qtz_relaxed_interp_2,0.90475,43822.13727927014,198.464988890137,9.29197,0.726822,170.018,1.4766833107,32.4613406698,0.2819414415,98.4529410911,1.4766833107,18.7975065034,0.2819414415,9.36151,0.812184,19.8998,0.9734617815,3.7994458649,0.1858619353,14.2411873544,0.9734617815,2.7190534782,0.1858619353,6693.87,127.278553135, linker109_NH, linker36_CO, qtz,34.7857,34.7858,41.8178,89.9385,89.9385,120.0, C330H216N48O24,330,0,216,48,24,0,0,1,1,4,23.08403,21.77882,23.04191,144.15070955329813,16.872156418487624
3473,3, amide, linker109_NH_linker36_CO_qtz_relaxed_interp_3,0.853154,43822.13727927014,297.697483335206,12.05316,0.650391,220.9166,1.3923790289,28.11956778,0.1772302148,153.4327467053,1.3923790289,19.5298249233,0.1772302148,10.89991,0.380157,31.2516,1.5025171413,3.9778879651,0.1912492434,25.9156861972,1.5025171413,3.2987013859,0.1912492434,6313.06,160.808528082, linker109_NH, linker36_CO, qtz,34.7857,34.7858,41.8178,89.9385,89.9385,120.0, C495H324N72O36,495,0,324,72,36,0,0,1,1,4,22.59331,21.77779,22.59331,187.30537144404585,26.496843361717385
2918,3, amide, linker109_NH_linker38_CO_qtz_relaxed,0.954662,43754.81343047451,103.477561508089,7.128,0.352096,121.768,3.4664603272,44.6591198153,1.271344418,46.3709491797,3.4664603272,17.0068143959,1.271344418,6.16198,0.238868,11.2298,0.4474056772,4.1185942423,0.1640886255,5.2681937117,0.4474056772,1.9321405803,0.1640886255,7548.09,93.8646334033, linker109_NH, linker38_CO, qtz,34.7677,34.7678,41.7968,89.9385,89.9385,120.0, C159H96N24O24,159,0,96,24,24,0,0,1,1,4,24.93992,22.62425,24.93992,103.40053194492788,9.535898541673408
3475,3, amide, linker109_NH_linker38_CO_qtz_relaxed_interp_2,0.905029,43754.81343047451,206.955123016177,9.63285,0.695393,170.913,0.7773071465,31.3416667145,0.1425409508,99.4358515361,0.7773071465,18.2343374601,0.1425409508,9.06833,0.472589,19.1194,0.1540109087,3.5060753868,0.0282421967,13.4677383884,0.1540109087,2.4696855591,0.0282421967,6771.81,128.897074649, linker109_NH, linker38_CO, qtz,34.7677,34.7678,41.7968,89.9385,89.9385,120.0, C318H192N48O48,318,0,192,48,48,0,0,1,1,4,22.77649,21.34054,22.773,145.13250703206475,16.23543238350775
3476,3, amide, linker109_NH_linker38_CO_qtz_relaxed_interp_3,0.854947,43754.81343047451,310.432684524267,11.93934,0.452091,219.901,1.6131008648,26.8833221276,0.1972046974,152.3792148994,1.6131008648,18.6286534381,0.1972046974,10.69855,0.311166,30.373,0.9909187656,3.7131579346,0.1211417337,25.0340869487,0.9909187656,3.0604654986,0.1211417337,6420.7,160.939623041, linker109_NH, linker38_CO, qtz,34.7677,34.7678,41.7968,89.9385,89.9385,120.0, C477H288N72O72,477,0,288,72,72,0,0,1,1,4,22.57745,21.18808,22.51861,186.73116397751048,25.7915409363912
4111,3, amide, linker109_NH_linker3_CO_npo_relaxed,0.956776,77373.86306998202,86.111738466774,7.04631,0.228307,201.5742,2.8704177814,50.2374186338,0.7153811338,67.9505164183,2.8704177814,16.9349973344,0.7153811338,6.34556,0.475893,18.486,0.892779032,4.6071814789,0.2225032468,7.920443607,0.892779032,1.9739760408,0.2225032468,7734.75,87.9187512246, linker109_NH, linker3_CO, npo,56.3648,56.3648,28.1221,90.0213,89.9787,120.0, C258H192N24O24,258,0,192,24,24,0,0,1,2,7,43.56912,41.46407,43.56912,96.79570798714573,8.87695676257039
4126,3, amide, linker109_NH_linker3_CO_npo_relaxed_interp_2,0.909757,77373.86306998202,172.223476933549,8.94591,0.307245,277.081,1.368579994,34.5278170333,0.1705424754,150.0240070317,1.368579994,18.6948995615,0.1705424754,8.66656,0.547827,29.2236,0.5789488406,3.6416322803,0.0721443897,19.1772684789,0.5789488406,2.3897315848,0.0721443897,7168.64,119.020849458, linker109_NH, linker3_CO, npo,56.3648,56.3648,28.1221,90.0213,89.9787,120.0, C516H384N48O48,516,0,384,48,48,0,0,1,2,7,26.63914,21.07172,26.58738,133.0539898696272,14.033140411530796
2917,3, amide, linker109_NH_linker3_CO_qtz_relaxed,0.928871,94727.65003009801,140.672715067445,8.11639,0.298016,307.2374,4.1382958038,38.2856880587,0.5156842957,148.4152561418,4.1382958038,18.4944287375,0.5156842957,7.10394,0.223045,28.363,0.8177148647,3.5343905736,0.1018976734,15.8050142268,0.8177148647,1.9695058103,0.1018976734,7643.66,109.382368148, linker109_NH, linker3_CO, qtz,56.1418,56.1417,34.7037,89.9237,89.9237,120.0, C516H384N48O48,516,0,384,48,48,0,0,1,1,4,19.36113,17.54216,19.345,120.50713294510656,11.124764796696953
3474,3, amide, linker109_NH_linker3_CO_qtz_relaxed_interp_2,0.847836,94727.65003009801,281.345430134894,11.40224,0.258944,454.2502,3.8891355132,28.3026764609,0.2423178771,309.2837502345,3.8891355132,19.2703446636,0.2423178771,10.36861,0.629483,58.6526,1.458064251,3.6544300066,0.090846676,47.1901768798,1.458064251,2.940248146,0.090846676,6292.15,155.164483803, linker109_NH, linker3_CO, qtz,56.1418,56.1417,34.7037,89.9237,89.9237,120.0, C1032H768N96O96,1032,0,768,96,96,0,0,1,1,4,18.80453,17.31587,18.80447,178.16967999879137,23.005196195964228
2919,3, amide, linker109_NH_linker40_CO_qtz_relaxed,0.958213,44318.39831966635,101.708475217529,7.2339,0.343052,122.3208,0.9264645919,45.0617570067,0.341300272,45.6685334075,0.9264645919,16.8238300866,0.341300272,6.38328,0.423258,11.2594,0.4613642379,4.1478501354,0.1699619621,5.1985444419,0.4613642379,1.9150916805,0.1699619621,7463.55,93.1096134529, linker109_NH, linker40_CO, qtz,34.9219,34.9219,41.9622,89.9388,89.9388,120.0, C159H84N24O24,159,0,84,24,24,0,0,1,1,4,24.86554,22.61834,24.865,102.54906209763801,9.439448644747399
3477,3, amide, linker109_NH_linker40_CO_qtz_relaxed_interp_2,0.9135,44318.39831966635,203.416950435058,9.41101,0.623566,171.1766,2.1545106544,31.529872084,0.3968500679,98.1011506664,2.1545106544,18.0697404424,0.3968500679,8.95906,0.456882,19.519,0.7075150882,3.5953020051,0.1303207344,13.7409615552,0.7075150882,2.5310162729,0.1303207344,6355.45,127.143908803, linker109_NH, linker40_CO, qtz,34.9219,34.9219,41.9622,89.9388,89.9388,120.0, C318H168N48O48,318,0,168,48,48,0,0,1,1,4,23.19569,21.81862,23.17945,143.50788895301832,16.363980149550898
3478,3, amide, linker109_NH_linker40_CO_qtz_relaxed_interp_3,0.866468,44318.39831966635,305.125425652587,11.71148,0.417843,220.2292,2.7583613686,27.0434101591,0.3387175627,150.9160763731,2.7583613686,18.5319900947,0.3387175627,10.59119,0.459921,30.5338,0.3862339188,3.7494486522,0.0474282351,25.0532467266,0.3862339188,3.0764550162,0.0474282351,5984.79,159.033339826, linker109_NH, linker40_CO, qtz,34.9219,34.9219,41.9622,89.9388,89.9388,120.0, C477H252N72O72,477,0,252,72,72,0,0,1,1,4,22.80881,21.81861,22.80881,184.6317053721472,25.598365545923564
2920,3, amide, linker109_NH_linker41_CO_qtz_relaxed,0.932935,95348.41254071427,151.034697264074,8.46497,0.378909,320.2174,2.3059584038,36.9235746414,0.2658950677,159.655041252,2.3059584038,18.4094769133,0.2658950677,7.49585,0.35658,29.645,1.0197246687,3.418300724,0.1175822423,16.9494163245,1.0197246687,1.9544004754,0.1175822423,7184.82,113.228650179, linker109_NH, linker41_CO, qtz,56.2686,56.2686,34.7738,89.9238,89.9238,120.0, C516H312N72O72,516,0,312,72,72,0,0,1,1,4,19.41492,17.57668,19.40904,124.78055027253708,11.55190009310429
