,dimensions, bond type, name, void fraction [widom], supercell volume [A^3], density [kg/m^3], heat desorption high P [kJ/mol], heat desorption error high P [kJ/mol], absolute methane uptake high P [molec/unit cell], absolute methane uptake error high P [molec/unit cell], absolute methane uptake high P [mol/kg], absolute methane uptake error high P [mol/kg], excess methane uptake high P [molec/unit cell], excess methane uptake error high P [molec/unit cell], excess methane uptake high P [mol/kg], excess methane uptake error high P [mol/kg], heat desorption low P [kJ/mol], heat desorption error low P [kJ/mol], absolute methane uptake low P [molec/unit cell], absolute methane uptake error low P [molec/unit cell], absolute methane uptake low P [mol/kg], absolute methane uptake error low P [mol/kg], excess methane uptake low P [molec/unit cell], excess methane uptake error low P [molec/unit cell], excess methane uptake low P [mol/kg], excess methane uptake error low P [mol/kg], surface area [m^2/g], deliverable capacity [v STP/v], linkerA, linkerB, net, cell_a [A], cell_b [A], cell_c [A], alpha [deg], beta [deg], gamma [deg], chemical formula, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A], absolute methane uptake high P [v STP/v], absolute methane uptake low P [v STP/v]
571,2, amide, linker109_CO_linker81_NH_sql_relaxed,0.758797,28146.989422305047,456.366732400826,15.21632,0.363866,162.6584,2.482467031,21.0271095031,0.3209124527,124.1073295708,2.482467031,16.0435514491,0.3209124527,12.36481,0.687046,26.957,1.2685021088,3.4847741701,0.1639812807,23.9087865568,1.2685021088,3.0907267809,0.1639812807,4580.41,179.129789147, linker109_CO, linker81_NH, sql,30.6452,30.6452,29.9714,90.0,90.0,90.0, C444H288N96O48,444,0,288,96,48,0,0,1,1,0,11.89009,10.77441,11.89009,214.7138120533103,35.58402290608566
572,2, amide, linker109_CO_linker82_NH_sql_relaxed,0.723949,28332.92003168492,473.101603280915,15.27885,0.803945,150.6494,1.2965447003,18.662536032,0.1606167179,113.6258384056,1.2965447003,14.0760355064,0.1606167179,12.15959,0.526084,24.0626,1.1279826949,2.9808890014,0.1397351578,21.1351658999,1.1279826949,2.618236748,0.1397351578,4038.1,166.001694794, linker109_CO, linker82_NH, sql,30.7146,30.7146,30.0332,90.0,90.0,90.0, C468H336N96O48,468,0,336,96,48,0,0,1,1,0,11.48819,10.12086,11.48818,197.55658346486456,31.554888670801198
2900,3, amide, linker109_CO_linker83_NH_qtz_relaxed,0.929107,94991.49930646019,156.228028190846,8.45323,0.470411,328.0356,3.1727425612,36.7050899502,0.3550096425,168.7306168913,3.1727425613,18.8798791057,0.3550096426,7.58756,0.077227,31.763,0.8436198196,3.5540769724,0.0943956734,19.1668363739,0.8436198196,2.1446466578,0.0943956734,7274.04,115.883654517, linker109_CO, linker83_NH, qtz,55.907,55.907,35.0931,90.0,90.0,120.0, C540H336N96O48,540,0,336,96,48,0,0,1,1,4,19.27407,17.32698,19.26398,128.30739035478396,12.423735837928135
3446,3, amide, linker109_CO_linker83_NH_qtz_relaxed_interp_2,0.85025,94991.49930646019,312.456056381694,12.33573,0.255102,490.3086,2.5079989155,27.4312014708,0.1403145357,344.5244633094,2.5079989154,19.2750442571,0.1403145357,10.72938,0.300059,67.5658,2.0599395719,3.7800908904,0.1152470453,56.0387227924,2.0599395719,3.1351877064,0.1152470453,6367.4,165.351033422, linker109_CO, linker83_NH, qtz,55.907,55.907,35.0931,90.0,90.0,120.0, C1080H672N192O96,1080,0,672,192,96,0,0,1,1,4,17.96593,16.36329,17.96593,191.77862687654329,26.4275934541594
573,2, amide, linker109_CO_linker84_NH_sql_relaxed,0.735174,28332.412470360097,474.499903322668,15.40562,0.613807,154.541,1.1415561309,19.0885545195,0.1410024294,116.9440528814,1.1415561309,14.4446647113,0.1410024294,12.4558,0.40477,25.7826,0.9122838155,3.1846083936,0.112683232,22.8098285995,0.9122838155,2.817418399,0.112683232,4214.16,168.852483244, linker109_CO, linker84_NH, sql,30.7132,30.7132,30.0354,90.0,90.0,90.0, C444H312N120O48,444,0,312,120,48,0,0,1,1,0,12.01213,10.31791,12.01208,202.66352807244175,33.811044828814666
2901,3, amide, linker109_CO_linker86_NH_qtz_relaxed,0.925389,95135.37723305309,187.415583940805,8.76195,0.2079,339.3968,3.2705002431,31.6088726564,0.3045898656,180.4889822233,3.2705002431,16.8093902329,0.3045898656,8.11647,0.370821,34.0626,1.130882558,3.1723351126,0.1053219204,21.4978400338,1.130882558,2.0021475984,0.1053219204,6686.44,119.24737934, linker109_CO, linker86_NH, qtz,55.9327,55.9328,35.1139,90.0,90.0,120.0, C492F72H240N120O48S24,492,72,240,120,48,24,0,1,1,4,18.79308,17.44424,18.79308,132.55042820753167,13.303048867444462
3447,3, amide, linker109_CO_linker86_NH_qtz_relaxed_interp_2,0.840954,95135.37723305309,374.83116788161,12.41292,0.800241,512.5986,2.626090204,23.8697946935,0.1222871737,368.1899621292,2.6260902041,17.1452259219,0.1222871737,11.3045,0.487113,75.8534,0.9195769462,3.5322084079,0.0428212502,64.4350827814,0.9195769462,3.0005001907,0.0428212502,5663.71,170.569561285, linker109_CO, linker86_NH, qtz,55.9327,55.9328,35.1139,90.0,90.0,120.0, C984F144H480N240O96S48,984,144,480,240,96,48,0,1,1,4,17.35747,16.39931,17.35743,200.1938849412696,29.6243236558828
2864,3, amide, linker109_CO_linker87_NH_qtz_relaxed,0.936497,96142.70002579171,132.78798510158,7.93866,0.2081,304.7624,2.0495332542,39.6401508039,0.2665808094,142.2443542857,2.0495332542,18.5015856775,0.2665808094,6.95864,0.395098,27.5382,0.5476720186,3.5818670573,0.0712351701,14.6879811552,0.5476720186,1.9104515124,0.0712351701,7698.06,107.134725402, linker109_CO, linker87_NH, qtz,56.1356,56.1356,35.2297,90.0,90.0,120.0, C492H336N48O48,492,0,336,48,48,0,0,1,1,4,20.91366,17.09308,20.91345,117.77700517071204,10.64227976869655
3379,3, amide, linker109_CO_linker87_NH_qtz_relaxed_interp_2,0.842804,96142.70002579171,265.575970203164,10.61483,0.220848,413.4402,3.2047755366,26.8878836044,0.2084210283,267.1814730631,3.2047755366,17.3760179803,0.2084210283,9.37395,0.668032,46.9898,1.0992473061,3.0559589343,0.0714890173,35.4251971841,1.0992473061,2.303860579,0.0714890173,5942.91,141.616651712, linker109_CO, linker87_NH, qtz,56.1356,56.1356,35.2297,90.0,90.0,120.0, C984H672N96O96,984,0,672,96,96,0,0,1,1,4,18.39671,16.33354,18.39669,159.77610286958884,18.159451157846217
3380,3, amide, linker109_CO_linker87_NH_qtz_relaxed_interp_3,0.744047,96142.70002579171,398.363955304736,13.28222,0.881587,482.4994,1.4453448584,20.9194102015,0.0626648696,353.3787895126,1.4453448585,15.3212125328,0.0626648696,12.038,0.592904,83.8246,1.4163048259,3.6343282341,0.0614057999,73.615099296,1.4163048259,3.1916816046,0.0614057999,5055.67,154.069937699, linker109_CO, linker87_NH, qtz,56.1356,56.1356,35.2297,90.0,90.0,120.0, C1476H1008N144O144,1476,0,1008,144,144,0,0,1,1,4,18.12292,16.33354,18.1229,186.4643877612002,32.39445006179518
526,2, amide, linker109_CO_linker87_NH_sql_relaxed,0.749392,28426.571856542487,449.107809519854,15.46433,0.320278,161.6618,1.1288701608,21.0271940739,0.1468310507,123.210376057,1.1288701608,16.0258545264,0.1468310507,12.29511,0.399278,27.2474,1.0120131224,3.5440429824,0.1316315687,24.2070655535,1.0120131224,3.1485896195,0.1316315687,4585.62,175.685834435, linker109_CO, linker87_NH, sql,30.7886,30.7886,29.9878,90.0,90.0,90.0, C492H336N48O48,492,0,336,48,48,0,0,1,1,0,12.01972,10.6785,12.01639,211.2994458132456,35.61361137808479
2865,3, amide, linker109_CO_linker88_NH_qtz_relaxed,0.930234,96326.2126148516,145.773834100588,8.12588,0.198915,308.9098,3.8672024824,36.5305855296,0.4573217523,147.1704922035,3.8672024824,17.4038643412,0.4573217523,7.23234,0.423437,28.8656,0.396191065,3.4135442439,0.0468521607,16.0769555645,0.396191065,1.9012041713,0.0468521607,7341.61,108.018348723, linker109_CO, linker88_NH, qtz,56.1748,56.1748,35.2477,90.0,90.0,120.0, C492H336N48O96,492,0,336,48,96,0,0,1,1,4,20.43479,16.85138,20.43085,119.15235702169504,11.13400829912672
3381,3, amide, linker109_CO_linker88_NH_qtz_relaxed_interp_2,0.829758,96326.2126148516,291.54766820118,10.93698,0.589089,426.4048,2.48204477,25.2125653129,0.1467589386,282.1352027174,2.4820447699,16.6821579532,0.1467589386,9.74861,0.239984,50.1998,1.8318407791,2.9682258178,0.1083135211,38.7924766497,1.8318407791,2.293730866,0.1083135211,5715.29,145.10938945, linker109_CO, linker88_NH, qtz,56.1748,56.1748,35.2477,90.0,90.0,120.0, C984H672N96O192,984,0,672,96,192,0,0,1,1,4,18.59089,16.50409,18.59084,164.47240251111305,19.36301306076524
3382,3, amide, linker109_CO_linker88_NH_qtz_relaxed_interp_3,0.700365,96326.2126148516,437.321502301759,13.82167,0.757673,457.9776,4.3930160209,18.052939604,0.1731675368,336.205497169,4.3930160209,13.252826197,0.1731675368,12.36948,0.337103,82.314,1.6494396624,3.2447212933,0.0650189761,72.6855420421,1.6494396624,2.8651787785,0.0650189761,4005.54,144.900561223, linker109_CO, linker88_NH, qtz,56.1748,56.1748,35.2477,90.0,90.0,120.0, C1476H1008N144O288,1476,0,1008,144,288,0,0,1,1,4,18.49849,16.50405,18.49847,176.65062909357928,31.750067870817944
527,2, amide, linker109_CO_linker88_NH_sql_relaxed,0.697743,28537.619521720328,492.046693893579,15.39535,0.844793,147.2352,3.7221364618,17.4115164574,0.4401667554,111.2940376761,3.7221364618,13.1612411204,0.4401667554,11.85786,0.75217,22.784,1.2559178317,2.6943556362,0.1485204217,19.9421506573,1.2559178317,2.3582885367,0.1485204217,3785.45,162.030503505, linker109_CO, linker88_NH, sql,30.8422,30.8422,30.0004,90.0,90.0,90.0, C492H336N48O96,492,0,336,48,96,0,0,1,1,0,11.88881,10.49763,11.73782,191.6943636516933,29.66386014661001
2866,3, amide, linker109_CO_linker89_NH_qtz_relaxed,0.956709,45399.50792290227,92.715235232119,7.06039,0.367443,124.3706,1.0130986921,49.0641735543,0.3996672048,45.9717140392,1.0130986921,18.1358307849,0.3996672048,6.27291,0.488016,11.5324,0.3785035799,4.5495291902,0.1493195766,5.3334401408,0.3785035799,2.1040409286,0.1493195766,7976.23,92.3465000864, linker109_CO, linker89_NH, qtz,35.0633,35.0632,42.6399,90.0,90.0,120.0, C171H120N12O12,171,0,120,12,12,0,0,1,1,4,26.16309,22.27765,26.16104,101.78458734418815,9.438087257749432
3383,3, amide, linker109_CO_linker89_NH_qtz_relaxed_interp_2,0.892792,45399.50792290227,185.430470464237,8.97329,0.222986,157.5928,2.0940656723,31.085161968,0.4130542169,84.4316839295,2.0940656723,16.6541401014,0.4130542169,8.40168,0.813431,17.183,0.4537400137,3.3893448057,0.0895001664,11.39818793,0.4537400137,2.2482912795,0.0895001664,5889.45,114.911028427, linker109_CO, linker89_NH, qtz,35.0633,35.0632,42.6399,90.0,90.0,120.0, C342H240N24O24,342,0,240,24,24,0,0,1,1,4,22.56494,21.36416,22.56165,128.97355256329683,14.06252413621286
3384,3, amide, linker109_CO_linker89_NH_qtz_relaxed_interp_3,0.829668,45399.50792290227,278.145705696357,10.59466,0.271246,192.681,3.3410889243,25.3375369651,0.4393529415,124.6926703017,3.3410889243,16.3970767385,0.4393529415,9.91047,0.552684,23.1132,0.9203941764,3.0393840565,0.1210317648,17.7373975057,0.9203941764,2.332466434,0.1210317648,5194.8,138.773862551, linker109_CO, linker89_NH, qtz,35.0633,35.0632,42.6399,90.0,90.0,120.0, C513H360N36O36,513,0,360,36,36,0,0,1,1,4,22.03205,21.36416,22.03205,157.68964750562657,18.915784954309775
3385,3, amide, linker109_CO_linker89_NH_qtz_relaxed_interp_4,0.762681,45399.50792290227,370.860940928477,12.8887,0.686972,214.674,1.8029380467,21.1722111046,0.1778146628,152.1750157284,1.8029380466,15.0082523167,0.1778146628,11.51904,0.231995,34.4378,0.8390693893,3.3964260766,0.082753171,29.4960372441,0.8390693893,2.9090450044,0.082753171,4544.21,147.504854375, linker109_CO, linker89_NH, qtz,35.0633,35.0632,42.6399,90.0,90.0,120.0, C684H480N48O48,684,0,480,48,48,0,0,1,1,4,21.72416,21.33858,21.72416,175.68866358755895,28.18380921216796
2869,3, amide, linker109_CO_linker8_NH_qtz_relaxed,0.922608,96147.20656456397,170.084656334623,8.22417,0.481327,320.9918,3.389494688,32.5942610101,0.3441772486,160.8765221672,3.389494688,16.3357797735,0.3441772486,7.46501,0.384657,30.51,0.6223773775,3.0980570327,0.0631976602,17.849766784,0.6223773775,1.8125072277,0.0631976602,7085.05,112.252931786, linker109_CO, linker8_NH, qtz,56.1379,56.1379,35.2285,90.0,90.0,120.0, C492H288N96O144,492,0,288,96,144,0,0,1,1,4,18.26564,16.14434,18.24001,124.04312638282325,11.790194596813208
3388,3, amide, linker109_CO_linker8_NH_qtz_relaxed_interp_2,0.802405,96147.20656456397,340.169312669247,11.03297,0.558984,407.999,1.8846729159,20.7145881886,0.0956870564,268.7445175877,1.8846729159,13.6444746428,0.0956870564,9.87518,0.255668,46.8776,1.9828846058,2.3800307826,0.1006733792,35.8668192202,1.9828846058,1.8210005166,0.1006733792,4822.22,139.550690889, linker109_CO, linker8_NH, qtz,56.1379,56.1379,35.2285,90.0,90.0,120.0, C984H576N192O288,984,0,576,192,288,0,0,1,1,4,16.3547,15.26338,16.3485,157.6659326530178,18.1152417641609
3389,3, amide, linker109_CO_linker8_NH_qtz_relaxed_interp_3,0.675247,96147.20656456397,510.253969003863,14.04997,0.553847,434.5616,3.8662539182,14.7088017154,0.1308628334,317.3749280757,3.8662539182,10.742331781,0.1308628334,12.93656,0.587538,84.0356,1.8844982781,2.8443907088,0.0637854599,74.7697097212,1.8844982781,2.5307639575,0.0637854599,3355.31,135.4562357, linker109_CO, linker8_NH, qtz,56.1379,56.1379,35.2285,90.0,90.0,120.0, C1476H864N288O432,1476,0,864,288,432,0,0,1,1,4,16.19706,15.26338,16.1444,167.93070561328523,32.474469913381846
4273,3, amide, linker109_CO_linker8_NH_qzd_relaxed,0.780198,38131.56457842228,428.86162072987,14.45231,0.270527,215.9726,1.4137720326,21.9303648736,0.1435577315,162.2733346547,1.4137720325,16.477615393,0.1435577315,11.28195,0.312655,29.5588,1.8593419911,3.0014699514,0.1888019512,25.3128265239,1.8593419911,2.5703238358,0.1888019512,5428.84,181.638903168, linker109_CO, linker8_NH, qzd,30.8475,30.8476,46.2714,90.0,90.0,120.0, C492H288N96O144,492,0,288,96,144,0,0,1,2,4,10.39197,8.68889,10.39195,210.44056919751236,28.80166602983472
2867,3, amide, linker109_CO_linker90_NH_qtz_relaxed,0.900587,97739.90609688732,212.262692026067,9.97876,0.357279,418.6062,0.8121038357,33.5049581385,0.0650002437,259.723549057,0.8121038357,20.7880978321,0.0650002437,9.36235,0.463852,47.8244,0.623175866,3.8278327459,0.0498785763,35.2616299625,0.623175866,2.8223170985,0.0498785763,7218.48,140.948976764, linker109_CO, linker90_NH, qtz,56.4698,56.4698,35.3923,90.0,90.0,120.0, C876H528N48O48,876,0,528,48,48,0,0,1,1,4,16.48763,14.53212,16.48027,159.12894202711175,18.17996526346566
805,3, amide, linker109_CO_linker91_NH_ctn_relaxed,0.873103,39866.74660178336,296.178863674006,12.1963,0.439844,212.5232,3.6824772966,29.8875624666,0.5178741438,149.6949211638,3.6824772966,21.0518960152,0.5178741438,9.06461,0.20326,21.5628,0.6898734956,3.0324196697,0.0970182888,16.5950000911,0.6898734957,2.3337880375,0.0970182888,6232.77,177.970473699, linker109_CO, linker91_NH, ctn,34.1615,34.1615,34.1615,90.0,90.0,90.0, C396H240N96O48,396,0,240,96,48,0,0,2,1,11,12.36598,11.49677,12.36329,198.0664817209723,20.09600802173675
2870,3, amide, linker109_CO_linker9_NH_qtz_relaxed,0.923734,96560.83399121133,143.791177549259,8.38182,0.410459,316.4232,0.6763092784,37.8428710995,0.0808837179,155.4228487765,0.6763092784,18.5879127452,0.0808837179,7.46771,0.836228,29.4876,0.3504593557,3.5265917475,0.0419134508,16.7573844832,0.3504593557,2.0041120277,0.0419134508,7718.74,110.407572856, linker109_CO, linker9_NH, qtz,56.2248,56.2247,35.2708,90.0,90.0,120.0, C540H432N48O48,540,0,432,48,48,0,0,1,1,4,19.93623,16.45374,19.91642,121.75386221583295,11.346289360224619
3390,3, amide, linker109_CO_linker9_NH_qtz_relaxed_interp_2,0.837771,96560.83399121133,287.582355098521,11.62846,0.51782,466.2928,2.1842224796,27.8833194358,0.1306118669,320.2751961824,2.1842224795,19.1517767431,0.1306118669,10.7191,0.495028,62.541,1.3102995077,3.7398190168,0.0783531286,50.995462666,1.3102995077,3.049420397,0.0783531286,6577.14,155.356310873, linker109_CO, linker9_NH, qtz,56.2248,56.2247,35.2708,90.0,90.0,120.0, C1080H864N96O96,1080,0,864,96,96,0,0,1,1,4,17.87516,16.3331,17.87505,179.42094423968487,24.064633367082973
529,2, amide, linker109_CO_linker9_NH_sql_relaxed,0.651969,28704.550466403995,483.707140475354,14.87834,0.329274,127.9808,0.9743341521,15.3059602381,0.1165262273,94.2010382243,0.9743341521,11.2660441679,0.1165262273,11.46885,0.284676,20.1222,0.826866277,2.4065296756,0.0988896956,17.4512514943,0.826866277,2.0870955759,0.0988896956,3396.61,139.610944554, linker109_CO, linker9_NH, sql,30.9196,30.9196,30.025,90.0,90.0,90.0, C540H432N48O48,540,0,432,48,48,0,0,1,1,0,11.74921,10.83231,11.7492,165.65689127078124,26.045946716784684
2150,3, amide, linker109_NH_linker102_CO_pts_relaxed,0.856008,36795.83789927856,299.259112909598,11.89481,0.388802,187.3582,2.1279208256,28.2537197308,0.3208916323,130.50493551,2.1279208256,19.6802161389,0.3208916323,10.40036,0.724002,23.1132,0.5720872661,3.4854832875,0.0862710747,18.6178414229,0.5720872661,2.8075807387,0.0862710747,6162.09,165.847487645, linker109_NH, linker102_CO, pts,35.8736,35.8736,28.593,90.4055,90.0333,89.9994, C448H288N32O32,448,0,288,32,32,0,0,2,1,5,14.49546,11.28454,14.49542,189.1861959860535,23.33870834063158
2165,3, amide, linker109_NH_linker102_CO_pts_relaxed_interp_2,0.675646,36795.83789927856,598.518225819203,19.46866,0.695332,210.6866,1.0913819496,15.8858276484,0.0822904995,165.8123923528,1.0913819496,12.5023000366,0.0822904995,17.54162,0.469703,90.9444,1.4536,6.8572327998,0.1096018402,87.3962193274,1.4536,6.5896990001,0.1096018402,3898.18,120.910487595, linker109_NH, linker102_CO, pts,35.8736,35.8736,28.593,90.4055,90.0333,89.9994, C896H576N64O64,896,0,576,64,64,0,0,2,1,5,7.03922,5.32508,6.6482,212.74220396648687,91.83171637189872
4344,3, amide, linker109_NH_linker10_CO_npo_relaxed,0.951311,77801.3173862033,105.095679195837,7.0599,0.317885,206.9186,2.6369020005,42.0220009124,0.5355144403,73.3241686658,2.6369020005,14.8910164798,0.5355144403,6.62299,0.70607,19.2354,0.3778732062,3.9064153554,0.0767402651,8.6721565673,0.3778732062,1.7611822774,0.0767402651,6874.11,89.6301008607, linker109_NH, linker10_CO, npo,56.4694,56.4694,28.1728,90.0212,89.9788,120.0, C246H144N48O72,246,0,144,48,72,0,0,1,2,7,42.13203,39.86425,42.13203,98.81616995003012,9.186069089363768
4349,3, amide, linker109_NH_linker10_CO_npo_relaxed_interp_2,0.900586,77801.3173862033,210.191358391675,8.98846,0.44721,286.5846,2.0209045895,29.1004731394,0.2052073968,160.1135778658,2.0209045895,16.2583086179,0.2052073968,8.42437,0.516776,29.7698,0.8120624607,3.0228953868,0.0824587288,19.7698008934,0.8120624607,2.0074719991,0.0824587288,6362.84,122.644628963, linker109_NH, linker10_CO, npo,56.4694,56.4694,28.1728,90.0212,89.9788,120.0, C492H288N96O144,492,0,288,96,144,0,0,1,2,7,23.92114,18.09199,23.05305,136.86151239508013,14.216883432366382
2906,3, amide, linker109_NH_linker10_CO_qtz_relaxed,0.919538,94543.3990510048,172.96992439679,8.35706,0.329684,318.7252,2.0881576186,32.3641051245,0.2120364273,161.8046651751,2.0881576186,16.4300255937,0.2120364273,7.4302,0.566399,30.0494,0.9520089075,3.0512866272,0.0966692196,17.6417734815,0.9520089075,1.7913870994,0.0966692196,6823.65,113.447414417, linker109_NH, linker10_CO, qtz,56.113,56.113,34.6717,89.9239,89.9239,120.0, C492H288N96O144,492,0,288,96,144,0,0,1,1,4,19.79972,15.84073,19.79781,125.25660221476193,11.809187797288667
3452,3, amide, linker109_NH_linker10_CO_qtz_relaxed_interp_2,0.826557,94543.3990510048,345.939848793582,11.6434,0.244813,452.2752,2.9886717853,22.9625428394,0.151738375,311.2220118737,2.9886717852,15.8011068929,0.151738375,10.76857,0.278087,65.2358,1.4135568754,3.3120981477,0.071767942,54.0827964784,1.4135568754,2.7458470661,0.071767942,5442.92,152.103568112, linker109_NH, linker10_CO, qtz,56.113,56.113,34.6717,89.9239,89.9239,120.0, C984H576N192O288,984,0,576,192,288,0,0,1,1,4,16.24961,15.23734,16.24477,177.74074600300617,25.637177891172755
4370,3, amide, linker109_NH_linker11_CO_npo_relaxed,0.95132,78497.86010336016,96.563810482937,7.10338,0.24465,208.4806,3.0007259388,45.6712022369,0.6573597793,73.6888439447,3.0007259388,16.1427878392,0.6573597793,6.58495,0.451348,19.6466,0.9963971899,4.3039200859,0.2182776602,8.9886847133,0.9963971899,1.9691234455,0.2182776602,7188.9,89.3794774674, linker109_NH, linker11_CO, npo,56.6392,56.6393,28.2548,90.0211,89.9789,120.0, C246H216N72O24,246,0,216,72,24,0,0,1,2,7,44.46555,42.27119,44.46555,98.6786653360609,9.299187868685808
4374,3, amide, linker109_NH_linker11_CO_npo_relaxed_interp_2,0.899698,78497.86010336016,193.127620965874,9.04665,0.701196,289.8184,1.6096203776,31.7448116476,0.1763072866,162.3409230843,1.6096203776,17.7817627384,0.1763072866,8.83723,0.41478,31.2686,1.0430927859,3.424957896,0.1142535602,21.189021028,1.0430927859,2.3209067524,0.1142535602,6713.37,122.37756984, linker109_NH, linker11_CO, npo,56.6392,56.6393,28.2548,90.0211,89.9789,120.0, C492H432N144O48,492,0,432,144,48,0,0,1,2,7,25.04735,21.83599,25.03165,137.17771774349657,14.800147903109965
4396,3, amide, linker109_NH_linker12_CO_npo_relaxed,0.952697,77874.41546475694,98.344797610661,6.86725,0.271784,203.5274,1.7208577396,44.1291642468,0.373119363,69.612628759,1.7208577396,15.093531034,0.373119363,6.36075,0.340706,18.9702,0.2524801774,4.1131517014,0.0547431904,8.3816274545,0.2524801774,1.8173190175,0.0547431904,6999.52,88.0545149869, linker109_NH, linker12_CO, npo,56.487,56.487,28.1817,90.0212,89.9788,120.0, C246H168N24O72,246,0,168,24,72,0,0,1,2,7,44.19562,42.01469,44.19562,97.10543123502023,9.050916248169536
4400,3, amide, linker109_NH_linker12_CO_npo_relaxed_interp_2,0.903535,77874.41546475694,196.689595221324,8.92812,0.384247,282.5078,1.6228702474,30.6269158531,0.1759367724,155.5034294255,1.6228702474,16.8582617821,0.1759367724,8.52694,0.218864,30.1054,1.6054898816,3.2637525496,0.1740525519,20.0632293047,1.6054898816,2.1750721065,0.1740525519,6532.12,120.424296172, linker109_NH, linker12_CO, npo,56.487,56.487,28.1817,90.0212,89.9788,120.0, C492H336N48O144,492,0,336,48,144,0,0,1,2,7,25.26186,20.85904,25.22064,134.78795359373453,14.363657421692045
2907,3, amide, linker109_NH_linker12_CO_qtz_relaxed,0.922761,95369.65172309037,160.607562040114,8.11855,0.361608,309.2732,3.1656560521,33.5285761031,0.3431915208,150.4264571772,3.1656560521,16.3078628132,0.3431915208,7.3749,0.4171,28.897,0.7295708327,3.1327488565,0.0790934073,16.3370691992,0.7295708328,1.7711158547,0.0790934073,7088.16,109.231119598, linker109_NH, linker12_CO, qtz,56.2743,56.2743,34.7745,89.9239,89.9239,120.0, C492H336N48O144,492,0,336,48,144,0,0,1,1,4,19.40208,16.23735,19.1208,120.4890354376411,11.257915839532432
3453,3, amide, linker109_NH_linker12_CO_qtz_relaxed_interp_2,0.834433,95369.65172309037,321.215124080229,11.36118,0.555645,449.1032,3.9264906265,24.3438338973,0.2128371288,305.4614941261,3.9264906265,16.5576728801,0.2128371288,10.93891,0.488658,61.5414,1.4398425469,3.3358783001,0.0780472902,50.1837237026,1.4398425469,2.7202305264,0.0780472902,5748.61,150.989311245, linker109_NH, linker12_CO, qtz,56.2743,56.2743,34.7745,89.9239,89.9239,120.0, C984H672N96O288,984,0,672,96,288,0,0,1,1,4,16.32727,15.46079,16.32702,174.96508388071044,23.97577263528621
2908,3, amide, linker109_NH_linker13_CO_qtz_relaxed,0.91087,96423.19921182237,167.150283690688,8.42107,0.21731,324.8732,1.6735090797,33.4714279117,0.1724203121,166.3412426832,1.6735090798,17.138006192,0.1724203121,7.69547,0.328693,31.3716,0.8879212578,3.2321910452,0.0914818224,18.8365591283,0.8879212578,1.9407157345,0.0914818224,7054.11,113.095252029, linker109_NH, linker13_CO, qtz,56.493,56.4931,34.8869,89.9242,89.9242,120.0, C588H432N48O96,588,0,432,48,96,0,0,1,1,4,19.07908,15.89541,19.07908,125.18370063935971,12.08844860992922
3454,3, amide, linker109_NH_linker13_CO_qtz_relaxed_interp_2,0.783821,96423.19921182237,334.300567381375,11.20503,0.239491,414.4206,2.4926370293,21.3487127255,0.1284072072,278.0008284453,2.4926370293,14.3211023388,0.1284072072,10.16085,0.382661,52.3508,1.3030710802,2.696830684,0.0671271895,41.5641583595,1.3030710802,2.1411611211,0.0671271895,4879.35,139.516702066, linker109_NH, linker13_CO, qtz,56.493,56.4931,34.8869,89.9242,89.9242,120.0, C1176H864N96O192,1176,0,864,96,192,0,0,1,1,4,16.16105,15.13485,16.16103,159.68908586242253,20.17238379620406
3455,3, amide, linker109_NH_linker13_CO_qtz_relaxed_interp_3,0.642263,96423.19921182237,501.45085107205,14.07692,0.639026,424.3658,3.4697977809,14.5740238375,0.1191635037,312.5834265525,3.4697977808,10.735074103,0.1191635037,14.16802,0.690168,95.6434,3.1937064612,3.2846878601,0.1096816805,86.8048248407,3.1937064612,2.9811440659,0.1096816805,3337.9,126.666916554, linker109_NH, linker13_CO, qtz,56.493,56.4931,34.8869,89.9242,89.9242,120.0, C1764H1296N144O288,1764,0,1296,144,288,0,0,1,1,4,15.99816,15.13485,15.99816,163.5212792831024,36.85436272906248
4442,3, amide, linker109_NH_linker15_CO_npo_relaxed,0.972537,146438.3761262848,55.988123351149,6.17595,0.391953,334.633,7.4623924314,67.7745995854,1.511389071,77.5697916516,7.4623924314,15.7105293534,1.511389071,5.19363,0.489288,28.9538,1.0939626319,5.8641323524,0.221564757,8.6279434485,1.0939626319,1.7474529185,0.221564757,8044.21,77.5579676518, linker109_NH, linker15_CO, npo,69.8095,69.8095,34.6973,90.0171,89.9829,120.0, C318H228N36O24,318,0,228,36,24,0,0,1,2,7,58.46293,55.92796,58.46293,84.90422439356371,7.346256741721594
4454,3, amide, linker109_NH_linker15_CO_npo_relaxed_interp_2,0.941876,146438.3761262848,111.9762467023,7.56271,0.615397,422.165,5.1823353809,42.7514080111,0.5247998634,173.2061774294,5.1823353809,17.5400802088,0.5247998634,7.41914,0.865267,41.7122,0.7681191574,4.2240718232,0.0777851681,22.0271530915,0.7681191574,2.2306250142,0.0777851681,7169.37,96.5297800944, linker109_NH, linker15_CO, npo,69.8095,69.8095,34.6973,90.0171,89.9829,120.0, C636H456N72O48,636,0,456,72,48,0,0,1,2,7,47.69846,43.00292,47.46048,107.11314153443476,10.583361439991968
